Master Planning Family,Product Group,Product Line,Product Price Group,Product Sub Group,Short Name
1905,G17,10,1, ,11,10357
1906,G17,10,1, ,11,10357
1907,G17,10,1, ,11,10357
1908,50,3,1,N,50,10598
1909,50,3,1,N,50,10598
1910,50,3,1,N,50,10598
1911, ,3,1,N,50,10598
1912, ,3,1,N,50,10598
1913, ,3,1,N,50,10598
1914,   ,3,1, ,50,10598
1915,   ,3,1, ,50,10598
1916,   ,3,1, ,50,10598
1917, ,13,1,N,34,10712
1918, ,13,1,N,34,10712
1919, ,13,1,N,34,10712
1920,G17,13,1, ,34,10712
1921,G17,13,1, ,34,10712
1922,G17,13,1, ,34,10712
1923,G17,13,1, ,34,10712
1924,G17,13,1, ,34,10712
1925,G17,13,1, ,34,10712
1926,   ,13,1,   ,64,10092
1927,   ,13,1,   ,64,10092
1928,   ,13,1,   ,64,10092
1929,TRK,13,1,N,64,10092
1930,TRK,13,1,N,64,10092
1931,TRK,13,1,N,64,10092
1932,G17,13,1, ,64,10092
1933,G17,13,1, ,64,10092
1934,G17,13,1, ,64,10092
1935,G17,13,1, ,64,10092
1936,G17,13,1, ,64,10092
1937,G17,13,1, ,64,10092
1938, ,21,1,N,82,10228
1939, ,21,1,N,82,10228
1940, ,21,1,N,82,10228
1941, ,21,1,N,82,10228
1942, ,21,1,N,82,10228
1943, ,21,1,N,82,10228
1944,N,21,1,        ,82,10228
1945,N,21,1,        ,82,10228
1946,N,21,1,        ,82,10228
1947,10,11,1,N,8,10696
1948,10,11,1,N,8,10696
1949,10,11,1,N,8,10696
1950,50,11,1,N,8,10696
1951,50,11,1,N,8,10696
1952,50,11,1,N,8,10696
1953,G00,11,1, ,8,10696
1954,G00,11,1, ,8,10696
1955,G00,11,1, ,8,10696
1956,50,1,2,N,43,10584
1957,50,1,2,N,43,10584
1958,50,1,2,N,43,10584
1959, ,1,2,N,43,10584
1960, ,1,2,N,43,10584
1961, ,1,2,N,43,10584
1962,ATV,1,2,N,43,10584
1963,ATV,1,2,N,43,10584
1964,ATV,1,2,N,43,10584
1965,10,21,1,N,83,10235
1966,10,21,1,N,83,10235
1967,10,21,1,N,83,10235
1968,50,21,1,N,83,10235
1969,50,21,1,N,83,10235
1970,50,21,1,N,83,10235
1971, ,21,1,N,83,10235
1972, ,21,1,N,83,10235
1973, ,21,1,N,83,10235
1974,50,10,1,N,11,10358
1975,50,10,1,N,11,10358
1976,50,10,1,N,11,10358
1977,50,10,1,N,11,10358
1978,50,10,1,N,11,10358
1979,50,10,1,N,11,10358
1980,TRK,10,1,N,11,10358
1981,TRK,10,1,N,11,10358
1982,TRK,10,1,N,11,10358
1983,   ,4,2,   ,90,10599
1984,   ,4,2,   ,90,10599
1985,   ,4,2,   ,90,10599
1986,G04,4,2, ,90,10599
1987,G04,4,2, ,90,10599
1988,G04,4,2, ,90,10599
1989,N,4,2,        ,90,10599
1990,N,4,2,        ,90,10599
1991,N,4,2,        ,90,10599
1992,   ,4,2,   ,30,10631
1993,   ,4,2,   ,30,10631
1994,   ,4,2,   ,30,10631
1995,50,4,2,N,30,10631
1996,50,4,2,N,30,10631
1997,50,4,2,N,30,10631
1998, ,4,2,N,30,10631
1999, ,4,2,N,30,10631
2000, ,4,2,N,30,10631
2001,50,2,1,N,27,10585
2002,50,2,1,N,27,10585
2003,50,2,1,N,27,10585
2004,G03,2,1, ,27,10585
2005,G03,2,1, ,27,10585
2006,G03,2,1, ,27,10585
2007,   ,2,1,0,27,10585
2008,   ,2,1,0,27,10585
2009,   ,2,1,0,27,10585
2010,10,10,1,N,11,10671
2011,10,10,1,N,11,10671
2012,10,10,1,N,11,10671
2013,50,10,1,N,11,10671
2014,50,10,1,N,11,10671
2015,50,10,1,N,11,10671
2016,0,10,1,4,11,10671
2017,0,10,1,4,11,10671
2018,0,10,1,4,11,10671
2019,G17,23,1, ,5,10884
2020,G17,23,1, ,5,10884
2021,G17,23,1, ,5,10884
2022,N,23,1,        ,5,10884
2023,N,23,1,        ,5,10884
2024,N,23,1,        ,5,10884
2025,N,23,1,        ,5,10884
2026,N,23,1,        ,5,10884
2027,N,23,1,        ,5,10884
2028,30,10,1,N,11,10359
2029,30,10,1,N,11,10359
2030,30,10,1,N,11,10359
2031,TRK,10,1,N,11,10359
2032,TRK,10,1,N,11,10359
2033,TRK,10,1,N,11,10359
2034,TRK,10,1,N,11,10359
2035,TRK,10,1,N,11,10359
2036,TRK,10,1,N,11,10359
2037,30,6,1,N,58,10651
2038,30,6,1,N,58,10651
2039,30,6,1,N,58,10651
2040,50,6,1,N,58,10651
2041,50,6,1,N,58,10651
2042,50,6,1,N,58,10651
2043,G17,6,1, ,58,10651
2044,G17,6,1, ,58,10651
2045,G17,6,1, ,58,10651
2046,50,11,1,N,16,10697
2047,50,11,1,N,16,10697
2048,50,11,1,N,16,10697
2049, ,11,1,N,16,10697
2050, ,11,1,N,16,10697
2051, ,11,1,N,16,10697
2052,N,11,1,        ,16,10697
2053,N,11,1,        ,16,10697
2054,N,11,1,        ,16,10697
2055,   ,19,1,   ,61,10793
2056,   ,19,1,   ,61,10793
2057,   ,19,1,   ,61,10793
2058, ,19,1,N,61,10793
2059, ,19,1,N,61,10793
2060, ,19,1,N,61,10793
2061,   ,19,1,0,61,10793
2062,   ,19,1,0,61,10793
2063,   ,19,1,0,61,10793
2064, ,10,1,N,11,10672
2065, ,10,1,N,11,10672
2066, ,10,1,N,11,10672
2067, ,10,1,N,11,10672
2068, ,10,1,N,11,10672
2069, ,10,1,N,11,10672
2070, ,10,1,N,11,10672
2071, ,10,1,N,11,10672
2072, ,10,1,N,11,10672
2073,   ,10,1,   ,11,10360
2074,   ,10,1,   ,11,10360
2075,   ,10,1,   ,11,10360
2076,50,10,1,N,11,10360
2077,50,10,1,N,11,10360
2078,50,10,1,N,11,10360
2079,TRK,10,1,N,11,10360
2080,TRK,10,1,N,11,10360
2081,TRK,10,1,N,11,10360
2082,P01,10,2,   ,76,10995
2083,P01,10,2,   ,76,10995
2084,P01,10,2,   ,76,10995
2085,50,10,2,N,76,10995
2086,50,10,2,N,76,10995
2087,50,10,2,N,76,10995
2088,10,6,1,N,95,10033
2089,10,6,1,N,95,10033
2090,10,6,1,N,95,10033
2091,   ,6,1,0,95,10033
2092,   ,6,1,0,95,10033
2093,   ,6,1,0,95,10033
2094,N,6,1,        ,95,10033
2095,N,6,1,        ,95,10033
2096,N,6,1,        ,95,10033
2097,   ,19,1,   ,61,10183
2098,   ,19,1,   ,61,10183
2099,   ,19,1,   ,61,10183
2100,30,19,1,N,61,10183
2101,30,19,1,N,61,10183
2102,30,19,1,N,61,10183
2103, ,19,1,N,61,10183
2104, ,19,1,N,61,10183
2105, ,19,1,N,61,10183
2106,   ,11,1,   ,77,10382
2107,   ,11,1,   ,77,10382
2108,   ,11,1,   ,77,10382
2109,G17,11,1, ,77,10382
2110,G17,11,1, ,77,10382
2111,G17,11,1, ,77,10382
2112,   ,11,1,0,77,10382
2113,   ,11,1,0,77,10382
2114,   ,11,1,0,77,10382
2115, ,21,1,N,12,10862
2116, ,21,1,N,12,10862
2117, ,21,1,N,12,10862
2118,G17,21,1, ,12,10862
2119,G17,21,1, ,12,10862
2120,G17,21,1, ,12,10862
2121,G03,21,1, ,12,10862
2122,G03,21,1, ,12,10862
2123,G03,21,1, ,12,10862
2124,10,10,1,N,11,10673
2125,10,10,1,N,11,10673
2126,10,10,1,N,11,10673
2127,10,10,1,N,11,10673
2128,10,10,1,N,11,10673
2129,10,10,1,N,11,10673
2130, ,10,1,N,11,10673
2131, ,10,1,N,11,10673
2132, ,10,1,N,11,10673
2133,30,23,1,N,5,10885
2134,30,23,1,N,5,10885
2135,30,23,1,N,5,10885
2136,50,23,1,N,5,10885
2137,50,23,1,N,5,10885
2138,50,23,1,N,5,10885
2139,N,23,1,        ,5,10885
2140,N,23,1,        ,5,10885
2141,N,23,1,        ,5,10885
2142,   ,10,1,   ,11,10361
2143,   ,10,1,   ,11,10361
2144,   ,10,1,   ,11,10361
2145,TRK,10,1,N,11,10361
2146,TRK,10,1,N,11,10361
2147,TRK,10,1,N,11,10361
2148,N,10,1,        ,11,10361
2149,N,10,1,        ,11,10361
2150,N,10,1,        ,11,10361
2151,   ,4,2,   ,90,10600
2152,   ,4,2,   ,90,10600
2153,   ,4,2,   ,90,10600
2154,10,4,2,N,90,10600
2155,10,4,2,N,90,10600
2156,10,4,2,N,90,10600
2157, ,4,2,0,90,10600
2158, ,4,2,0,90,10600
2159, ,4,2,0,90,10600
2160,G17,11,1, ,8,10383
2161,G17,11,1, ,8,10383
2162,G17,11,1, ,8,10383
2163,G17,11,1, ,8,10383
2164,G17,11,1, ,8,10383
2165,G17,11,1, ,8,10383
2166,G13,11,1, ,8,10383
2167,G13,11,1, ,8,10383
2168,G13,11,1, ,8,10383
2169,   ,21,1,   ,82,10863
2170,   ,21,1,   ,82,10863
2171,   ,21,1,   ,82,10863
2172,50,21,1,N,82,10863
2173,50,21,1,N,82,10863
2174,50,21,1,N,82,10863
2175,G17,21,1, ,82,10863
2176,G17,21,1, ,82,10863
2177,G17,21,1, ,82,10863
2178,10,13,1,N,64,10398
2179,10,13,1,N,64,10398
2180,10,13,1,N,64,10398
2181, ,13,1,N,64,10398
2182, ,13,1,N,64,10398
2183, ,13,1,N,64,10398
2184,   ,13,1, ,64,10398
2185,   ,13,1, ,64,10398
2186,   ,13,1, ,64,10398
2187,30,19,1,N,99,10507
2188,30,19,1,N,99,10507
2189,30,19,1,N,99,10507
2190,50,19,1,N,99,10507
2191,50,19,1,N,99,10507
2192,50,19,1,N,99,10507
2193, ,19,1,N,99,10507
2194, ,19,1,N,99,10507
2195, ,19,1,N,99,10507
2196,50,10,1,N,11,10674
2197,50,10,1,N,11,10674
2198,50,10,1,N,11,10674
2199, ,10,1,N,11,10674
2200, ,10,1,N,11,10674
2201, ,10,1,N,11,10674
2202, ,10,1,N,11,10674
2203, ,10,1,N,11,10674
2204, ,10,1,N,11,10674
2205,   ,23,1,   ,57,10886
2206,   ,23,1,   ,57,10886
2207,   ,23,1,   ,57,10886
2208,50,23,1,N,57,10886
2209,50,23,1,N,57,10886
2210,50,23,1,N,57,10886
2211, ,23,1,N,57,10886
2212, ,23,1,N,57,10886
2213, ,23,1,N,57,10886
2214,30,10,1,N,11,10362
2215,30,10,1,N,11,10362
2216,30,10,1,N,11,10362
2217,TRK,10,1,N,11,10362
2218,TRK,10,1,N,11,10362
2219,TRK,10,1,N,11,10362
2220,G14,10,1, ,11,10362
2221,G14,10,1, ,11,10362
2222,G14,10,1, ,11,10362
2223, ,4,2,N,90,10601
2224, ,4,2,N,90,10601
2225, ,4,2,N,90,10601
2226,G17,4,2, ,90,10601
2227,G17,4,2, ,90,10601
2228,G17,4,2, ,90,10601
2229,0,4,2,1,90,10601
2230,0,4,2,1,90,10601
2231,0,4,2,1,90,10601
2232,10,6,1,N,96,10034
2233,10,6,1,N,96,10034
2234,10,6,1,N,96,10034
2235,50,6,1,N,96,10034
2236,50,6,1,N,96,10034
2237,50,6,1,N,96,10034
2238, ,6,1,N,96,10034
2239, ,6,1,N,96,10034
2240, ,6,1,N,96,10034
2241,10,13,1,N,60,10108
2242,10,13,1,N,60,10108
2243,10,13,1,N,60,10108
2244,50,13,1,N,60,10108
2245,50,13,1,N,60,10108
2246,50,13,1,N,60,10108
2247,G03,13,1, ,60,10108
2248,G03,13,1, ,60,10108
2249,G03,13,1, ,60,10108
2250,50,19,1,N,61,10184
2251,50,19,1,N,61,10184
2252,50,19,1,N,61,10184
2253, ,19,1,N,61,10184
2254, ,19,1,N,61,10184
2255, ,19,1,N,61,10184
2256,G17,19,1, ,61,10184
2257,G17,19,1, ,61,10184
2258,G17,19,1, ,61,10184
2259,G17,11,1, ,8,10384
2260,G17,11,1, ,8,10384
2261,G17,11,1, ,8,10384
2262,G13,11,1, ,8,10384
2263,G13,11,1, ,8,10384
2264,G13,11,1, ,8,10384
2265,0,11,1,1,8,10384
2266,0,11,1,1,8,10384
2267,0,11,1,1,8,10384
2268,10,4,2,N,30,10632
2269,10,4,2,N,30,10632
2270,10,4,2,N,30,10632
2271,50,4,2,N,30,10632
2272,50,4,2,N,30,10632
2273,50,4,2,N,30,10632
2274,50,4,2,N,30,10632
2275,50,4,2,N,30,10632
2276,50,4,2,N,30,10632
2277,10,19,1,N,99,10204
2278,10,19,1,N,99,10204
2279,10,19,1,N,99,10204
2280,50,19,1,N,99,10204
2281,50,19,1,N,99,10204
2282,50,19,1,N,99,10204
2283,G13,19,1, ,99,10204
2284,G13,19,1, ,99,10204
2285,G13,19,1, ,99,10204
2286,10,10,1,N,11,10675
2287,10,10,1,N,11,10675
2288,10,10,1,N,11,10675
2289,50,10,1,N,11,10675
2290,50,10,1,N,11,10675
2291,50,10,1,N,11,10675
2292, ,10,1,N,11,10675
2293, ,10,1,N,11,10675
2294, ,10,1,N,11,10675
2295,50,19,1,N,61,10829
2296,50,19,1,N,61,10829
2297,50,19,1,N,61,10829
2298,G03,19,1, ,61,10829
2299,G03,19,1, ,61,10829
2300,G03,19,1, ,61,10829
2301,G11,19,1, ,61,10829
2302,G11,19,1, ,61,10829
2303,G11,19,1, ,61,10829
2304,   ,23,1,   ,57,10887
2305,   ,23,1,   ,57,10887
2306,   ,23,1,   ,57,10887
2307,50,23,1,N,57,10887
2308,50,23,1,N,57,10887
2309,50,23,1,N,57,10887
2310,N,23,1,        ,57,10887
2311,N,23,1,        ,57,10887
2312,N,23,1,        ,57,10887
2313,   ,6,1,   ,58,10021
2314,   ,6,1,   ,58,10021
2315,   ,6,1,   ,58,10021
2316,   ,6,1,   ,58,10021
2317,   ,6,1,   ,58,10021
2318,   ,6,1,   ,58,10021
2319, ,6,1,N,58,10021
2320, ,6,1,N,58,10021
2321, ,6,1,N,58,10021
2322,G14,6,1, ,58,10021
2323,G14,6,1, ,58,10021
2324,G14,6,1, ,58,10021
2325,10,10,1,N,11,10363
2326,10,10,1,N,11,10363
2327,10,10,1,N,11,10363
2328,50,10,1,N,11,10363
2329,50,10,1,N,11,10363
2330,50,10,1,N,11,10363
2331,TRK,10,1,N,11,10363
2332,TRK,10,1,N,11,10363
2333,TRK,10,1,N,11,10363
2334,30,6,1,N,93,10652
2335,30,6,1,N,93,10652
2336,30,6,1,N,93,10652
2337,50,6,1,N,93,10652
2338,50,6,1,N,93,10652
2339,50,6,1,N,93,10652
2340,50,6,1,N,93,10652
2341,50,6,1,N,93,10652
2342,50,6,1,N,93,10652
2343,10,6,1,N,97,10035
2344,10,6,1,N,97,10035
2345,10,6,1,N,97,10035
2346,   ,6,1,0,97,10035
2347,   ,6,1,0,97,10035
2348,   ,6,1,0,97,10035
2349,N,6,1,        ,97,10035
2350,N,6,1,        ,97,10035
2351,N,6,1,        ,97,10035
2352,   ,3,1,   ,32,10305
2353,   ,3,1,   ,32,10305
2354,   ,3,1,   ,32,10305
2355,50,3,1,N,32,10305
2356,50,3,1,N,32,10305
2357,50,3,1,N,32,10305
2358,G17,3,1, ,32,10305
2359,G17,3,1, ,32,10305
2360,G17,3,1, ,32,10305
2361,G17,11,1, ,8,10385
2362,G17,11,1, ,8,10385
2363,G17,11,1, ,8,10385
2364,G13,11,1, ,8,10385
2365,G13,11,1, ,8,10385
2366,G13,11,1, ,8,10385
2367,0,11,1,1,8,10385
2368,0,11,1,1,8,10385
2369,0,11,1,1,8,10385
2370,   ,11,1,   ,8,10698
2371,   ,11,1,   ,8,10698
2372,   ,11,1,   ,8,10698
2373,30,11,1,N,8,10698
2374,30,11,1,N,8,10698
2375,30,11,1,N,8,10698
2376,0,11,1,1,8,10698
2377,0,11,1,1,8,10698
2378,0,11,1,1,8,10698
2379,50,19,1,N,1,10205
2380,50,19,1,N,1,10205
2381,50,19,1,N,1,10205
2382,50,19,1,N,1,10205
2383,50,19,1,N,1,10205
2384,50,19,1,N,1,10205
2385,TRK,19,1,N,1,10205
2386,TRK,19,1,N,1,10205
2387,TRK,19,1,N,1,10205
2388,50,19,1,N,99,10508
2389,50,19,1,N,99,10508
2390,50,19,1,N,99,10508
2391,G19,19,1, ,99,10508
2392,G19,19,1, ,99,10508
2393,G19,19,1, ,99,10508
2394,0,19,1,4,99,10508
2395,0,19,1,4,99,10508
2396,0,19,1,4,99,10508
2397,50,23,1,N,5,10888
2398,50,23,1,N,5,10888
2399,50,23,1,N,5,10888
2400,ATV,23,1,N,5,10888
2401,ATV,23,1,N,5,10888
2402,ATV,23,1,N,5,10888
2403,   ,23,1,0,5,10888
2404,   ,23,1,0,5,10888
2405,   ,23,1,0,5,10888
2406,TRK,10,1,N,11,10364
2407,TRK,10,1,N,11,10364
2408,TRK,10,1,N,11,10364
2409,G17,10,1, ,11,10364
2410,G17,10,1, ,11,10364
2411,G17,10,1, ,11,10364
2412,G17,10,1, ,11,10364
2413,G17,10,1, ,11,10364
2414,G17,10,1, ,11,10364
2415,10,21,1,N,54,10541
2416,10,21,1,N,54,10541
2417,10,21,1,N,54,10541
2418,50,21,1,N,54,10541
2419,50,21,1,N,54,10541
2420,50,21,1,N,54,10541
2421, ,21,1,0,54,10541
2422, ,21,1,0,54,10541
2423, ,21,1,0,54,10541
2424,10,3,1,N,32,10306
2425,10,3,1,N,32,10306
2426,10,3,1,N,32,10306
2427,50,3,1,N,32,10306
2428,50,3,1,N,32,10306
2429,50,3,1,N,32,10306
2430,G17,3,1, ,32,10306
2431,G17,3,1, ,32,10306
2432,G17,3,1, ,32,10306
2433,G17,11,1, ,16,10386
2434,G17,11,1, ,16,10386
2435,G17,11,1, ,16,10386
2436,G13,11,1, ,16,10386
2437,G13,11,1, ,16,10386
2438,G13,11,1, ,16,10386
2439,0,11,1,1,16,10386
2440,0,11,1,1,16,10386
2441,0,11,1,1,16,10386
2442,   ,4,2,   ,52,10633
2443,   ,4,2,   ,52,10633
2444,   ,4,2,   ,52,10633
2445,50,4,2,N,52,10633
2446,50,4,2,N,52,10633
2447,50,4,2,N,52,10633
2448,G13,4,2, ,52,10633
2449,G13,4,2, ,52,10633
2450,G13,4,2, ,52,10633
2451,10,21,1,N,45,10864
2452,10,21,1,N,45,10864
2453,10,21,1,N,45,10864
2454, ,21,1,N,45,10864
2455, ,21,1,N,45,10864
2456, ,21,1,N,45,10864
2457,G17,21,1, ,45,10864
2458,G17,21,1, ,45,10864
2459,G17,21,1, ,45,10864
2460,   ,12,1,   ,66,10080
2461,   ,12,1,   ,66,10080
2462,   ,12,1,   ,66,10080
2463,   ,12,1,   ,66,10080
2464,   ,12,1,   ,66,10080
2465,   ,12,1,   ,66,10080
2466,10,12,1,N,66,10080
2467,10,12,1,N,66,10080
2468,10,12,1,N,66,10080
2469,G17,12,1, ,66,10080
2470,G17,12,1, ,66,10080
2471,G17,12,1, ,66,10080
2472,G17,19,1, ,1,10206
2473,G17,19,1, ,1,10206
2474,G17,19,1, ,1,10206
2475,G13,19,1, ,1,10206
2476,G13,19,1, ,1,10206
2477,G13,19,1, ,1,10206
2478,   ,19,1,0,1,10206
2479,   ,19,1,0,1,10206
2480,   ,19,1,0,1,10206
2481,50,4,2,N,30,10319
2482,50,4,2,N,30,10319
2483,50,4,2,N,30,10319
2484,TRK,4,2,N,30,10319
2485,TRK,4,2,N,30,10319
2486,TRK,4,2,N,30,10319
2487,0,4,2,1,30,10319
2488,0,4,2,1,30,10319
2489,0,4,2,1,30,10319
2490,10,13,1,N,34,10399
2491,10,13,1,N,34,10399
2492,10,13,1,N,34,10399
2493,10,13,1,N,34,10399
2494,10,13,1,N,34,10399
2495,10,13,1,N,34,10399
2496,10,13,1,N,34,10399
2497,10,13,1,N,34,10399
2498,10,13,1,N,34,10399
2499,30,19,1,N,99,10509
2500,30,19,1,N,99,10509
2501,30,19,1,N,99,10509
2502,50,19,1,N,99,10509
2503,50,19,1,N,99,10509
2504,50,19,1,N,99,10509
2505,0,19,1,4,99,10509
2506,0,19,1,4,99,10509
2507,0,19,1,4,99,10509
2508,10,10,1,N,11,10676
2509,10,10,1,N,11,10676
2510,10,10,1,N,11,10676
2511, ,10,1,N,11,10676
2512, ,10,1,N,11,10676
2513, ,10,1,N,11,10676
2514,   ,10,1, ,11,10676
2515,   ,10,1, ,11,10676
2516,   ,10,1, ,11,10676
2517,TRK,10,1,N,11,10365
2518,TRK,10,1,N,11,10365
2519,TRK,10,1,N,11,10365
2520,   ,10,1, ,11,10365
2521,   ,10,1, ,11,10365
2522,   ,10,1, ,11,10365
2523,G17,10,1, ,11,10365
2524,G17,10,1, ,11,10365
2525,G17,10,1, ,11,10365
2526,50,13,1,N,64,10713
2527,50,13,1,N,64,10713
2528,50,13,1,N,64,10713
2529,G17,13,1, ,64,10713
2530,G17,13,1, ,64,10713
2531,G17,13,1, ,64,10713
2532,G03,13,1, ,64,10713
2533,G03,13,1, ,64,10713
2534,G03,13,1, ,64,10713
2535,P01,6,1,   ,98,10036
2536,P01,6,1,   ,98,10036
2537,P01,6,1,   ,98,10036
2538,30,6,1,N,98,10036
2539,30,6,1,N,98,10036
2540,30,6,1,N,98,10036
2541,   ,6,1,0,98,10036
2542,   ,6,1,0,98,10036
2543,   ,6,1,0,98,10036
2544,10,21,1,N,109,10865
2545,10,21,1,N,109,10865
2546,10,21,1,N,109,10865
2547,G17,21,1, ,109,10865
2548,G17,21,1, ,109,10865
2549,G17,21,1, ,109,10865
2550,G17,21,1, ,109,10865
2551,G17,21,1, ,109,10865
2552,G17,21,1, ,109,10865
2553,10,12,1,N,66,10081
2554,10,12,1,N,66,10081
2555,10,12,1,N,66,10081
2556,30,12,1,N,66,10081
2557,30,12,1,N,66,10081
2558,30,12,1,N,66,10081
2559,50,12,1,N,66,10081
2560,50,12,1,N,66,10081
2561,50,12,1,N,66,10081
2562,G17,12,1, ,66,10081
2563,G17,12,1, ,66,10081
2564,G17,12,1, ,66,10081
2565,G13,19,1, ,61,10207
2566,G13,19,1, ,61,10207
2567,G13,19,1, ,61,10207
2568, ,19,1,0,61,10207
2569, ,19,1,0,61,10207
2570, ,19,1,0,61,10207
2571,N,19,1,        ,61,10207
2572,N,19,1,        ,61,10207
2573,N,19,1,        ,61,10207
2574,10,10,1,N,15,10677
2575,10,10,1,N,15,10677
2576,10,10,1,N,15,10677
2577,   ,10,1, ,15,10677
2578,   ,10,1, ,15,10677
2579,   ,10,1, ,15,10677
2580,G17,10,1, ,15,10677
2581,G17,10,1, ,15,10677
2582,G17,10,1, ,15,10677
2583, ,2,1,N,26,10281
2584, ,2,1,N,26,10281
2585, ,2,1,N,26,10281
2586,G17,2,1, ,26,10281
2587,G17,2,1, ,26,10281
2588,G17,2,1, ,26,10281
2589,N,2,1,        ,26,10281
2590,N,2,1,        ,26,10281
2591,N,2,1,        ,26,10281
2592,   ,10,1,   ,15,10366
2593,   ,10,1,   ,15,10366
2594,   ,10,1,   ,15,10366
2595,G17,10,1, ,15,10366
2596,G17,10,1, ,15,10366
2597,G17,10,1, ,15,10366
2598,G08,10,1, ,15,10366
2599,G08,10,1, ,15,10366
2600,G08,10,1, ,15,10366
2601,G17,13,1, ,64,10714
2602,G17,13,1, ,64,10714
2603,G17,13,1, ,64,10714
2604,G17,13,1, ,64,10714
2605,G17,13,1, ,64,10714
2606,G17,13,1, ,64,10714
2607,G03,13,1, ,64,10714
2608,G03,13,1, ,64,10714
2609,G03,13,1, ,64,10714
2610,50,6,1,N,58,10037
2611,50,6,1,N,58,10037
2612,50,6,1,N,58,10037
2613, ,6,1,N,58,10037
2614, ,6,1,N,58,10037
2615, ,6,1,N,58,10037
2616,G17,6,1, ,58,10037
2617,G17,6,1, ,58,10037
2618,G17,6,1, ,58,10037
2619,P01,13,1,   ,64,10093
2620,P01,13,1,   ,64,10093
2621,P01,13,1,   ,64,10093
2622,10,13,1,N,64,10093
2623,10,13,1,N,64,10093
2624,10,13,1,N,64,10093
2625, ,13,1,N,64,10093
2626, ,13,1,N,64,10093
2627, ,13,1,N,64,10093
2628,SRS,13,1,N,64,10093
2629,SRS,13,1,N,64,10093
2630,SRS,13,1,N,64,10093
2631,G17,11,1, ,8,10387
2632,G17,11,1, ,8,10387
2633,G17,11,1, ,8,10387
2634,G17,11,1, ,8,10387
2635,G17,11,1, ,8,10387
2636,G17,11,1, ,8,10387
2637,G13,11,1, ,8,10387
2638,G13,11,1, ,8,10387
2639,G13,11,1, ,8,10387
2640,   ,5,1,   ,35,10634
2641,   ,5,1,   ,35,10634
2642,   ,5,1,   ,35,10634
2643,50,5,1,N,35,10634
2644,50,5,1,N,35,10634
2645,50,5,1,N,35,10634
2646, ,5,1,N,35,10634
2647, ,5,1,N,35,10634
2648, ,5,1,N,35,10634
2649,   ,13,1,   ,34,10082
2650,   ,13,1,   ,34,10082
2651,   ,13,1,   ,34,10082
2652,10,13,1,N,34,10082
2653,10,13,1,N,34,10082
2654,10,13,1,N,34,10082
2655,10,13,1,N,34,10082
2656,10,13,1,N,34,10082
2657,10,13,1,N,34,10082
2658,50,13,1,N,34,10082
2659,50,13,1,N,34,10082
2660,50,13,1,N,34,10082
2661,G17,19,1, ,99,10208
2662,G17,19,1, ,99,10208
2663,G17,19,1, ,99,10208
2664,G13,19,1, ,99,10208
2665,G13,19,1, ,99,10208
2666,G13,19,1, ,99,10208
2667,0,19,1,1,99,10208
2668,0,19,1,1,99,10208
2669,0,19,1,1,99,10208
2670,30,19,1,N,99,10510
2671,30,19,1,N,99,10510
2672,30,19,1,N,99,10510
2673, ,19,1,N,99,10510
2674, ,19,1,N,99,10510
2675, ,19,1,N,99,10510
2676,0,19,1,4,99,10510
2677,0,19,1,4,99,10510
2678,0,19,1,4,99,10510
2679,   ,23,1,0,5,10889
2680,   ,23,1,0,5,10889
2681,   ,23,1,0,5,10889
2682, ,23,1,0,5,10889
2683, ,23,1,0,5,10889
2684, ,23,1,0,5,10889
2685,0,23,1,1,5,10889
2686,0,23,1,1,5,10889
2687,0,23,1,1,5,10889
2688, ,6,1,N,62,10022
2689, ,6,1,N,62,10022
2690, ,6,1,N,62,10022
2691, ,6,1,0,62,10022
2692, ,6,1,0,62,10022
2693, ,6,1,0,62,10022
2694,0,6,1,1,62,10022
2695,0,6,1,1,62,10022
2696,0,6,1,1,62,10022
2697,30,10,2,N,76,10367
2698,30,10,2,N,76,10367
2699,30,10,2,N,76,10367
2700,50,10,2,N,76,10367
2701,50,10,2,N,76,10367
2702,50,10,2,N,76,10367
2703,TRK,10,2,N,76,10367
2704,TRK,10,2,N,76,10367
2705,TRK,10,2,N,76,10367
2706,G17,13,1, ,64,10715
2707,G17,13,1, ,64,10715
2708,G17,13,1, ,64,10715
2709,G17,13,1, ,64,10715
2710,G17,13,1, ,64,10715
2711,G17,13,1, ,64,10715
2712,G03,13,1, ,64,10715
2713,G03,13,1, ,64,10715
2714,G03,13,1, ,64,10715
2715,   ,10,2,   ,76,10996
2716,   ,10,2,   ,76,10996
2717,   ,10,2,   ,76,10996
2718,P01,10,2,   ,76,10996
2719,P01,10,2,   ,76,10996
2720,P01,10,2,   ,76,10996
2721,N,10,2,        ,76,10996
2722,N,10,2,        ,76,10996
2723,N,10,2,        ,76,10996
2724,30,7,1,N,3,10038
2725,30,7,1,N,3,10038
2726,30,7,1,N,3,10038
2727,50,7,1,N,3,10038
2728,50,7,1,N,3,10038
2729,50,7,1,N,3,10038
2730,50,7,1,N,3,10038
2731,50,7,1,N,3,10038
2732,50,7,1,N,3,10038
2733,50,19,1,N,61,10491
2734,50,19,1,N,61,10491
2735,50,19,1,N,61,10491
2736,50,19,1,N,61,10491
2737,50,19,1,N,61,10491
2738,50,19,1,N,61,10491
2739,G04,19,1, ,61,10491
2740,G04,19,1, ,61,10491
2741,G04,19,1, ,61,10491
2742,50,13,1,N,34,10094
2743,50,13,1,N,34,10094
