BudgetPeriod,Budget Amount,BudgetYear,Customer Number,textBudgetPeriod
2493,5,3475.8,2008,10024999,May
2494,5,3643.31,2008,10015267,May
2495,5,3804.74,2008,10019682,May
2496,5,3881.49,2008,10027119,May
2497,5,3894.45,2008,10023778,May
2498,5,4103.93,2008,10019410,May
2499,5,4219.86,2008,10020662,May
2500,5,4220.34,2008,10023275,May
2501,5,4238.46,2008,10021139,May
2502,5,4261.8,2008,10018146,May
2503,5,4305.32,2008,10011398,May
2504,5,4311.26,2008,10007123,May
2505,5,4318.34,2008,10026062,May
2506,5,4333.95,2008,10010897,May
2507,5,4666.27,2008,10009669,May
2508,5,4713.14,2008,10000472,May
2509,5,4836.29,2008,10016549,May
2510,5,4841.18,2008,10025299,May
2511,5,4859.9,2008,10025560,May
2512,5,4871.65,2008,10025247,May
2513,5,5195.98,2008,10026606,May
2514,5,5309.88,2008,10009679,May
2515,5,5591.47,2008,10021936,May
2516,5,5631.52,2008,10025237,May
2517,5,5790.96,2008,10012235,May
2518,5,5923.78,2008,10021911,May
2519,5,6139.59,2008,10025267,May
2520,5,6309.87,2008,10025243,May
2521,5,6360.52,2008,10023241,May
2522,5,6482.47,2008,10014469,May
2523,5,6547.79,2008,10014546,May
2524,5,6614.95,2008,10026581,May
2525,5,6640.49,2008,10017072,May
2526,5,6773.31,2008,10019665,May
2527,5,6860.7,2008,10025791,May
2528,5,6941.98,2008,10023516,May
2529,5,7395.48,2008,10025032,May
2530,5,7550.76,2008,10023703,May
2531,5,7631.74,2008,10016564,May
2532,5,7861.38,2008,10022456,May
2533,5,7871.68,2008,10022730,May
2534,5,8131.09,2008,10011997,May
2535,5,8271.04,2008,10027560,May
2536,5,8344.51,2008,10009657,May
2537,5,8890.62,2008,10002765,May
2538,5,9027.16,2008,10023003,May
2539,5,9043.11,2008,10007134,May
2540,5,9143.59,2008,10014802,May
2541,5,9235.64,2008,10024550,May
2542,5,9359.85,2008,10000460,May
2543,5,9384.01,2008,10016334,May
2544,5,9405.97,2008,10021470,May
2545,5,9414.94,2008,10000478,May
2546,5,9536.07,2008,10016858,May
2547,5,9659.69,2008,10010886,May
2548,5,9849.96,2008,10017290,May
2549,5,10040.57,2008,10019897,May
2550,5,10071.6,2008,10012226,May
2551,5,10362.93,2008,10023447,May
2552,5,10621.36,2008,10016807,May
2553,5,10942.4,2008,10024260,May
2554,5,11070.07,2008,10010914,May
2555,5,11123.4,2008,10022240,May
2556,5,11177.61,2008,10004255,May
2557,5,11436.56,2008,10015030,May
2558,5,11466.84,2008,10015011,May
2559,5,11627.07,2008,10026334,May
2560,5,11734.23,2008,10000456,May
2561,5,11833.51,2008,10018644,May
2562,5,12233.0,2008,10021996,May
2563,5,12385.9,2008,10024034,May
2564,5,13525.96,2008,10018603,May
2565,5,13740.29,2008,10024016,May
2566,5,13870.2,2008,10014238,May
2567,5,14835.77,2008,10023221,May
2568,5,15020.8,2008,10006862,May
2569,5,15238.45,2008,10009907,May
2570,5,15773.09,2008,10022732,May
2571,5,15964.05,2008,10015824,May
2572,5,16175.86,2008,10024006,May
2573,5,17162.59,2008,10024270,May
2574,5,17759.33,2008,10013188,May
2575,5,17904.63,2008,10007591,May
2576,5,18505.0,2008,10022450,May
2577,5,20203.1,2008,10012422,May
2578,5,20869.35,2008,10017036,May
2579,5,21185.37,2008,10007309,May
2580,5,22149.47,2008,10024248,May
2581,5,22914.67,2008,10019942,May
2582,5,22930.94,2008,10025251,May
2583,5,22948.38,2008,10022490,May
2584,5,23018.56,2008,10000469,May
2585,5,23310.83,2008,10011734,May
2586,5,23424.48,2008,10007121,May
2587,5,23986.09,2008,10021977,May
2588,5,24883.07,2008,10015495,May
2589,5,25199.25,2008,10002506,May
2590,5,28003.88,2008,10025552,May
2591,5,28194.61,2008,10010912,May
2592,5,29009.71,2008,10013238,May
2593,5,29596.18,2008,10020962,May
2594,5,29638.1,2008,10021986,May
2595,5,32301.44,2008,10023524,May
2596,5,33342.35,2008,10014810,May
2597,5,33598.72,2008,10022755,May
2598,5,34213.47,2008,10014471,May
2599,5,34884.1,2008,10022168,May
2600,5,35024.39,2008,10018665,May
2601,5,35602.02,2008,10005006,May
2602,5,37864.55,2008,10020672,May
2603,5,38011.36,2008,10023538,May
2604,5,38021.15,2008,10000461,May
2605,5,40544.63,2008,10021736,May
2606,5,41980.12,2008,10020914,May
2607,5,42588.09,2008,10002220,May
2608,5,47743.66,2008,10018371,May
2609,5,48066.08,2008,10025249,May
2610,5,48807.67,2008,10008134,May
2611,5,52930.34,2008,10010884,May
2612,5,59045.61,2008,10020927,May
2613,5,60582.07,2008,10009652,May
2614,5,64509.04,2008,10024022,May
2615,5,65491.72,2008,10010923,May
2616,5,68257.11,2008,10009985,May
2617,5,70123.22,2008,10026839,May
2618,5,70369.74,2008,10017828,May
2619,5,78042.01,2008,10025039,May
2620,5,85452.13,2008,10017638,May
2621,5,86401.78,2008,10026348,May
2622,5,86786.33,2008,10020192,May
2623,5,107265.87,2008,10022687,May
2624,5,155737.79,2008,10009356,May
2625,5,173789.1,2008,10021160,May
2626,5,201395.58,2008,10018871,May
2627,5,202232.19,2008,10027370,May
2628,5,203649.76,2008,10025025,May
2629,5,208877.61,2008,10025919,May
2630,5,218817.0,2008,10020184,May
2631,5,245522.95,2008,10016588,May
2632,5,256164.11,2008,10023715,May
2633,5,270223.74,2008,10025022,May
2634,5,294740.98,2008,10021223,May
2635,5,390907.08,2008,10025052,May
2636,5,528424.99,2008,10012715,May
2637,5,840060.86,2008,10025024,May
2638,5,945382.92,2008,10021485,May
2639,5,0.0,2008,10015325,May
2640,5,0.0,2008,10025305,May
2641,5,0.0,2008,10025269,May
2642,5,0.0,2008,10022755,May
2643,5,0.0,2008,10017072,May
2644,5,0.0,2008,10014495,May
2645,5,0.0,2008,10018352,May
2646,5,0.0,2008,10020445,May
2647,5,0.0,2008,10023275,May
2648,5,0.0,2008,10000462,May
2649,5,0.0,2008,10019900,May
2650,5,0.0,2008,10008593,May
2651,5,0.0,2008,10010698,May
2652,5,0.0,2008,10023471,May
2653,5,0.0,2008,10023516,May
2654,5,0.0,2008,10022167,May
2655,5,0.0,2008,10027381,May
2656,5,0.0,2008,10025549,May
2657,5,0.0,2008,10006093,May
2658,5,0.0,2008,10004255,May
2659,5,0.0,2008,10026581,May
2660,5,0.0,2008,10025284,May
2661,5,0.0,2008,10023489,May
2662,5,0.0,2008,10019678,May
2663,5,0.0,2008,10026522,May
2664,5,0.0,2008,10025287,May
2665,5,0.0,2008,10016564,May
2666,5,0.0,2008,10022431,May
2667,5,0.0,2008,10020639,May
2668,5,0.0,2008,10025038,May
2669,5,0.0,2008,10024262,May
2670,5,0.0,2008,10025304,May
2671,5,0.0,2008,10024010,May
2672,5,0.0,2008,10018867,May
2673,5,0.0,2008,10025248,May
2674,5,0.0,2008,10019664,May
2675,5,0.0,2008,10007123,May
2676,5,0.0,2008,10025583,May
2677,5,0.0,2008,10023513,May
2678,5,0.0,2008,10020931,May
2679,5,0.0,2008,10025021,May
2680,5,0.0,2008,10005043,May
2681,5,0.0,2008,10013509,May
2682,5,0.0,2008,10025299,May
2683,5,0.0,2008,10010914,May
2684,5,0.0,2008,10026078,May
2685,5,0.0,2008,10000466,May
2686,5,0.0,2008,10019388,May
2687,5,0.0,2008,10020663,May
2688,5,0.0,2008,10022732,May
2689,5,0.0,2008,10021175,May
2690,5,0.0,2008,10025778,May
2691,5,0.0,2008,10013188,May
2692,5,0.0,2008,10015275,May
2693,5,0.0,2008,10020662,May
2694,5,0.0,2008,10026861,May
2695,5,0.0,2008,10017553,May
2696,5,0.0,2008,10022678,May
2697,5,0.0,2008,10025249,May
2698,5,0.0,2008,10010935,May
2699,5,0.0,2008,10007566,May
2700,5,0.0,2008,10021179,May
2701,5,0.0,2008,10008134,May
2702,5,0.0,2008,10009633,May
2703,5,0.0,2008,10025251,May
2704,5,0.0,2008,10013472,May
2705,5,0.0,2008,10022750,May
2706,5,0.0,2008,10009631,May
2707,5,0.0,2008,10021222,May
2708,5,0.0,2008,10013232,May
2709,5,0.0,2008,10015011,May
2710,5,0.0,2008,10025552,May
2711,5,0.0,2008,10022168,May
2712,5,0.0,2008,10019909,May
2713,5,0.0,2008,10022490,May
2714,5,0.0,2008,10020915,May
2715,5,0.0,2008,10026299,May
2716,5,0.0,2008,10011732,May
2717,5,0.0,2008,10009653,May
2718,5,0.0,2008,10026606,May
2719,5,0.0,2008,10025560,May
2720,5,0.0,2008,10009657,May
2721,5,0.0,2008,10007355,May
2722,5,0.0,2008,10023003,May
2723,5,0.0,2008,10000472,May
2724,5,0.0,2008,10015793,May
2725,5,0.0,2008,10010887,May
2726,5,0.0,2008,10025508,May
2727,5,0.0,2008,10024725,May
2728,5,0.0,2008,10007564,May
2729,5,0.0,2008,10018665,May
2730,5,0.0,2008,10021936,May
2731,5,0.0,2008,10014238,May
2732,5,0.0,2008,10009645,May
2733,5,0.0,2008,10025575,May
2734,5,0.0,2008,10009907,May
2735,5,0.0,2008,10015824,May
2736,5,0.0,2008,10009669,May
2737,5,0.0,2008,10023241,May
2738,5,0.0,2008,10021470,May
2739,5,0.0,2008,10014471,May
2740,5,0.0,2008,10017638,May
2741,5,0.0,2008,10024034,May
2742,5,0.0,2008,10025252,May
2743,5,0.0,2008,10025285,May
2744,5,0.0,2008,10000460,May
2745,5,0.0,2008,10016549,May
2746,5,0.0,2008,10024270,May
2747,5,0.0,2008,10025237,May
2748,5,0.0,2008,10007121,May
2749,5,0.0,2008,10025791,May
2750,5,0.0,2008,10027370,May
2751,5,0.0,2008,10002765,May
2752,5,0.0,2008,10019410,May
2753,5,0.0,2008,10005006,May
2754,5,0.0,2008,10019942,May
2755,5,0.0,2008,10020192,May
2756,5,0.0,2008,10009985,May
2757,5,0.0,2008,10026839,May
2758,5,0.0,2008,10002506,May
2759,5,0.0,2008,10000461,May
2760,5,0.0,2008,10022687,May
2761,5,0.0,2008,10012422,May
2762,5,0.0,2008,10012235,May
2763,5,0.0,2008,10020962,May
2764,5,0.0,2008,10009652,May
2765,5,0.0,2008,10011979,May
2766,5,0.0,2008,10021736,May
2767,5,0.0,2008,10020449,May
2768,5,0.0,2008,10026868,May
2769,5,0.0,2008,10024248,May
2770,5,0.0,2008,10023715,May
2771,5,0.0,2008,10025025,May
2772,5,0.0,2008,10021911,May
2773,5,0.0,2008,10020927,May
2774,5,0.0,2008,10009606,May
2775,5,0.0,2008,10017828,May
2776,5,0.0,2008,10018871,May
2777,5,0.0,2008,10025063,May
2778,5,0.0,2008,10025241,May
2779,5,0.0,2008,10021184,May
2780,5,0.0,2008,10024999,May
2781,5,0.0,2008,10007268,May
2782,5,0.0,2008,10022249,May
2783,5,0.0,2008,10013252,May
2784,5,0.0,2008,10025267,May
2785,5,0.0,2008,10016303,May
2786,5,0.0,2008,10023244,May
2787,5,0.0,2008,10011724,May
2788,5,0.0,2008,10014064,May
2789,5,0.0,2008,10021575,May
2790,5,0.0,2008,10020256,May
2791,5,0.0,2008,10018890,May
2792,5,0.0,2008,10024246,May
2793,5,0.0,2008,10025039,May
2794,5,0.0,2008,10010855,May
2795,5,0.0,2008,10022978,May
2796,5,0.0,2008,10026291,May
2797,5,0.0,2008,10025515,May
2798,5,0.0,2008,10025288,May
2799,5,0.0,2008,10020909,May
2800,5,0.0,2008,10019617,May
2801,5,0.0,2008,10021270,May
2802,5,0.0,2008,10017314,May
2803,5,0.0,2008,10023760,May
2804,5,0.0,2008,10002154,May
2805,5,0.0,2008,10021380,May
2806,5,0.0,2008,10026268,May
2807,5,0.0,2008,10025758,May
2808,5,0.0,2008,10016780,May
2809,5,0.0,2008,10021297,May
2810,5,0.0,2008,10025239,May
2811,5,0.0,2008,10000474,May
2812,5,0.0,2008,10010923,May
2813,5,0.0,2008,10011923,May
2814,5,0.0,2008,10011499,May
2815,5,0.0,2008,10024255,May
2816,5,0.0,2008,10025246,May
2817,5,0.0,2008,10021203,May
2818,5,0.0,2008,10021286,May
2819,5,0.0,2008,10020864,May
2820,5,0.0,2008,10009156,May
2821,5,0.0,2008,10006919,May
2822,5,0.0,2008,10020849,May
2823,5,0.0,2008,10014810,May
2824,5,0.0,2008,10002136,May
2825,5,0.0,2008,10000458,May
2826,5,0.0,2008,10003857,May
2827,5,0.0,2008,10020281,May
2828,5,0.0,2008,10021107,May
2829,5,0.0,2008,10024477,May
2830,5,0.0,2008,10012369,May
2831,5,0.0,2008,10027572,May
2832,5,0.0,2008,10024022,May
2833,5,0.0,2008,10006917,May
2834,5,0.0,2008,10013052,May
2835,5,0.0,2008,10020868,May
2836,5,0.0,2008,10002520,May
2837,5,0.0,2008,10005236,May
2838,5,0.0,2008,10019682,May
2839,5,0.0,2008,10020388,May
2840,5,0.0,2008,10016784,May
2841,5,0.0,2008,10007536,May
2842,5,0.0,2008,10007253,May
2843,5,0.0,2008,10015956,May
2844,5,0.0,2008,10007866,May
2845,5,0.0,2008,10002150,May
2846,5,0.0,2008,10025298,May
2847,5,0.0,2008,10005861,May
2848,5,0.0,2008,10013670,May
2849,5,0.0,2008,10020491,May
2850,5,0.0,2008,10011089,May
2851,5,0.0,2008,10023780,May
2852,5,0.0,2008,10020364,May
2853,5,0.0,2008,10025062,May
2854,5,0.0,2008,10021668,May
2855,5,0.0,2008,10002137,May
2856,5,0.0,2008,10011842,May
2857,5,0.0,2008,10024499,May
2858,5,0.0,2008,10024704,May
2859,5,0.0,2008,10027583,May
2860,5,0.0,2008,10009654,May
2861,5,0.0,2008,10002501,May
2862,5,0.0,2008,10002709,May
2863,5,0.0,2008,10013127,May
2864,5,0.0,2008,10008381,May
2865,5,0.0,2008,10011198,May
2866,5,0.0,2008,10025771,May
2867,5,0.0,2008,10022746,May
2868,5,0.0,2008,10002115,May
2869,5,0.0,2008,10013899,May
2870,5,0.0,2008,10021459,May
2871,5,0.0,2008,10009662,May
2872,5,0.0,2008,10017585,May
2873,5,0.0,2008,10009642,May
2874,5,0.0,2008,10018129,May
2875,5,0.0,2008,10013039,May
2876,5,0.0,2008,10015886,May
2877,5,0.0,2008,10009660,May
2878,5,0.0,2008,10019469,May
2879,5,0.0,2008,10012600,May
2880,5,0.0,2008,10011093,May
2881,5,0.0,2008,10009672,May
2882,5,0.0,2008,10024743,May
2883,5,0.0,2008,10008602,May
2884,5,0.0,2008,10026055,May
2885,5,0.0,2008,10015030,May
2886,5,0.0,2008,10007258,May
2887,5,0.0,2008,10018363,May
2888,5,0.0,2008,10019150,May
2889,5,0.0,2008,10006836,May
2890,5,0.0,2008,10025037,May
2891,5,0.0,2008,10010974,May
2892,5,0.0,2008,10019066,May
2893,5,0.0,2008,10026843,May
2894,5,0.0,2008,10014779,May
2895,5,0.0,2008,10013871,May
2896,5,0.0,2008,10025238,May
2897,5,0.0,2008,10021804,May
2898,5,0.0,2008,10004602,May
2899,5,0.0,2008,10002140,May
2900,5,0.0,2008,10025302,May
2901,5,0.0,2008,10002161,May
2902,5,0.0,2008,10021494,May
2903,5,0.0,2008,10011546,May
2904,5,0.0,2008,10025291,May
2905,5,0.0,2008,10027356,May
2906,5,0.0,2008,10011360,May
2907,5,0.0,2008,10018885,May
2908,5,0.0,2008,10009643,May
2909,5,0.0,2008,10020492,May
2910,5,0.0,2008,10017576,May
2911,5,0.0,2008,10010970,May
2912,5,0.0,2008,10011623,May
2913,5,0.0,2008,10012023,May
2914,5,0.0,2008,10018868,May
2915,5,0.0,2008,10020193,May
2916,5,0.0,2008,10013061,May
2917,5,0.0,2008,10002142,May
2918,5,0.0,2008,10007183,May
2919,5,0.0,2008,10025296,May
2920,5,0.0,2008,10006916,May
2921,5,0.0,2008,10010969,May
2922,5,0.0,2008,10007122,May
2923,5,0.0,2008,10026521,May
2924,5,0.0,2008,10009679,May
2925,5,0.0,2008,10025250,May
2926,5,0.0,2008,10000473,May
2927,5,0.0,2008,10026023,May
2928,5,0.0,2008,10012226,May
2929,5,0.0,2008,10002240,May
2930,5,0.0,2008,10027348,May
2931,5,0.0,2008,10012158,May
2932,5,0.0,2008,10024915,May
2933,5,0.0,2008,10021418,May
2934,5,0.0,2008,10012128,May
2935,5,0.0,2008,10025814,May
2936,5,0.0,2008,10013341,May
2937,5,0.0,2008,10013765,May
2938,5,0.0,2008,10015789,May
2939,5,0.0,2008,10002139,May
2940,5,0.0,2008,10002117,May
2941,5,0.0,2008,10010882,May
2942,5,0.0,2008,10025300,May
2943,5,0.0,2008,10015253,May
2944,5,0.0,2008,10010881,May
2945,5,0.0,2008,10023509,May
2946,5,0.0,2008,10023510,May
2947,5,0.0,2008,10021302,May
2948,5,0.0,2008,10015686,May
2949,5,0.0,2008,10001784,May
2950,5,0.0,2008,10012514,May
2951,5,0.0,2008,10025769,May
2952,5,0.0,2008,10021641,May
2953,5,0.0,2008,10020239,May
2954,5,0.0,2008,10024916,May
2955,5,0.0,2008,10020684,May
2956,5,0.0,2008,10021350,May
2957,5,0.0,2008,10000502,May
2958,6,-4562.1,2008,10026023,Jun
2959,6,-248.16,2008,10018890,Jun
2960,6,-90.72,2008,10022431,Jun
2961,6,-54.0,2008,10000472,Jun
2962,6,3.18,2008,10019617,Jun
2963,6,4.15,2008,10010970,Jun
2964,6,16.01,2008,10009676,Jun
2965,6,19.77,2008,10010855,Jun
2966,6,21.63,2008,10021270,Jun
2967,6,25.08,2008,10023513,Jun
2968,6,30.18,2008,10016047,Jun
2969,6,32.04,2008,10023471,Jun
2970,6,35.27,2008,10000480,Jun
2971,6,36.49,2008,10000000,Jun
2972,6,38.22,2008,10014803,Jun
2973,6,41.5,2008,10020390,Jun
2974,6,44.54,2008,10014043,Jun
2975,6,49.81,2008,10011997,Jun
2976,6,56.55,2008,10002709,Jun
2977,6,59.57,2008,10023793,Jun
2978,6,72.62,2008,10024499,Jun
2979,6,78.09,2008,10027340,Jun
2980,6,78.18,2008,10022978,Jun
2981,6,78.59,2008,10013509,Jun
2982,6,81.78,2008,10024010,Jun
2983,6,87.2,2008,10002240,Jun
2984,6,87.85,2008,10021472,Jun
2985,6,91.4,2008,10007566,Jun
2986,6,94.75,2008,10009660,Jun
2987,6,96.41,2008,10011842,Jun
2988,6,99.29,2008,10011546,Jun
2989,6,99.56,2008,10021185,Jun
2990,6,101.86,2008,10013670,Jun
2991,6,102.57,2008,10024270,Jun
2992,6,110.22,2008,10010897,Jun
2993,6,113.15,2008,10027053,Jun
2994,6,114.81,2008,10002140,Jun
2995,6,118.59,2008,10023275,Jun
2996,6,125.36,2008,10025304,Jun
2997,6,128.66,2008,10020388,Jun
2998,6,135.4,2008,10022434,Jun
2999,6,135.53,2008,10019900,Jun
3000,6,136.67,2008,10009647,Jun
3001,6,148.97,2008,10021222,Jun
3002,6,150.35,2008,10005138,Jun
3003,6,150.39,2008,10012234,Jun
3004,6,150.82,2008,10026291,Jun
3005,6,160.79,2008,10014533,Jun
3006,6,165.22,2008,10014810,Jun
3007,6,170.39,2008,10022678,Jun
3008,6,173.32,2008,10025549,Jun
3009,6,175.51,2008,10011089,Jun
3010,6,178.48,2008,10011821,Jun
3011,6,185.86,2008,10018129,Jun
3012,6,192.31,2008,10006917,Jun
3013,6,200.26,2008,10023757,Jun
3014,6,209.0,2008,10009642,Jun
3015,6,213.42,2008,10013061,Jun
3016,6,217.08,2008,10018623,Jun
3017,6,221.24,2008,10009657,Jun
3018,6,222.37,2008,10000475,Jun
3019,6,222.75,2008,10009672,Jun
3020,6,226.77,2008,10027572,Jun
3021,6,227.75,2008,10023703,Jun
3022,6,253.07,2008,10021107,Jun
3023,6,297.18,2008,10025515,Jun
3024,6,298.64,2008,10025575,Jun
3025,6,300.42,2008,10027082,Jun
3026,6,316.87,2008,10026336,Jun
3027,6,318.74,2008,10025302,Jun
3028,6,322.18,2008,10007355,Jun
3029,6,323.76,2008,10022456,Jun
3030,6,329.97,2008,10016564,Jun
3031,6,336.13,2008,10025560,Jun
3032,6,394.53,2008,10016542,Jun
3033,6,394.93,2008,10021412,Jun
3034,6,428.02,2008,10025289,Jun
3035,6,432.08,2008,10019880,Jun
3036,6,433.3,2008,10007564,Jun
3037,6,438.89,2008,10014264,Jun
3038,6,446.13,2008,10025251,Jun
3039,6,454.02,2008,10020931,Jun
3040,6,464.86,2008,10015030,Jun
3041,6,486.44,2008,10025287,Jun
3042,6,490.44,2008,10014495,Jun
3043,6,496.15,2008,10009631,Jun
3044,6,497.72,2008,10025037,Jun
3045,6,499.54,2008,10009356,Jun
3046,6,510.56,2008,10003795,Jun
3047,6,516.9,2008,10009643,Jun
3048,6,516.94,2008,10007122,Jun
3049,6,523.03,2008,10002161,Jun
3050,6,567.04,2008,10020639,Jun
3051,6,574.85,2008,10013252,Jun
3052,6,576.44,2008,10013011,Jun
3053,6,602.16,2008,10025038,Jun
3054,6,603.73,2008,10009645,Jun
3055,6,607.13,2008,10013899,Jun
3056,6,639.23,2008,10025299,Jun
3057,6,639.93,2008,10021305,Jun
3058,6,642.26,2008,10011732,Jun
3059,6,657.22,2008,10007183,Jun
3060,6,662.84,2008,10011981,Jun
3061,6,671.97,2008,10025284,Jun
3062,6,691.57,2008,10006836,Jun
3063,6,694.15,2008,10024477,Jun
3064,6,709.36,2008,10024009,Jun
3065,6,726.08,2008,10000473,Jun
3066,6,736.3,2008,10002489,Jun
3067,6,764.05,2008,10016784,Jun
3068,6,774.66,2008,10026581,Jun
3069,6,814.38,2008,10008596,Jun
3070,6,842.09,2008,10000481,Jun
3071,6,842.32,2008,10023516,Jun
3072,6,876.83,2008,10018867,Jun
3073,6,876.92,2008,10020915,Jun
3074,6,885.66,2008,10022249,Jun
3075,6,918.81,2008,10021494,Jun
3076,6,961.17,2008,10009633,Jun
3077,6,973.88,2008,10002136,Jun
3078,6,1021.53,2008,10015253,Jun
3079,6,1053.25,2008,10018603,Jun
3080,6,1098.27,2008,10025305,Jun
3081,6,1116.71,2008,10023022,Jun
3082,6,1152.43,2008,10019150,Jun
3083,6,1156.61,2008,10020491,Jun
3084,6,1184.11,2008,10026055,Jun
3085,6,1186.94,2008,10018868,Jun
3086,6,1188.56,2008,10013870,Jun
3087,6,1204.64,2008,10011979,Jun
3088,6,1216.39,2008,10025049,Jun
3089,6,1239.15,2008,10019897,Jun
3090,6,1246.19,2008,10026868,Jun
3091,6,1281.53,2008,10009652,Jun
3092,6,1281.55,2008,10024034,Jun
3093,6,1308.31,2008,10023489,Jun
3094,6,1308.38,2008,10026078,Jun
3095,6,1378.94,2008,10019109,Jun
3096,6,1436.68,2008,10020663,Jun
3097,6,1463.69,2008,10020445,Jun
3098,6,1478.27,2008,10022730,Jun
3099,6,1491.36,2008,10023783,Jun
3100,6,1554.21,2008,10026299,Jun
3101,6,1566.13,2008,10025239,Jun
3102,6,1662.53,2008,10025246,Jun
3103,6,1673.01,2008,10022423,Jun
3104,6,1673.06,2008,10011499,Jun
3105,6,1685.4,2008,10004256,Jun
3106,6,1763.18,2008,10024524,Jun
3107,6,1815.36,2008,10025778,Jun
3108,6,1834.24,2008,10010887,Jun
3109,6,1834.37,2008,10019388,Jun
3110,6,1918.65,2008,10014739,Jun
3111,6,1941.08,2008,10027560,Jun
3112,6,1963.8,2008,10025252,Jun
3113,6,1992.8,2008,10026522,Jun
3114,6,2013.5,2008,10024255,Jun
3115,6,2017.67,2008,10021996,Jun
3116,6,2232.36,2008,10021736,Jun
3117,6,2262.67,2008,10015275,Jun
3118,6,2357.54,2008,10022166,Jun
3119,6,2386.08,2008,10025296,Jun
3120,6,2453.17,2008,10020449,Jun
3121,6,2473.19,2008,10026606,Jun
3122,6,2475.01,2008,10013426,Jun
3123,6,2487.63,2008,10005236,Jun
3124,6,2522.43,2008,10000457,Jun
3125,6,2529.14,2008,10010886,Jun
3126,6,2533.62,2008,10021139,Jun
3127,6,2541.59,2008,10016045,Jun
3128,6,2541.71,2008,10021411,Jun
3129,6,2565.35,2008,10021231,Jun
3130,6,2628.05,2008,10022725,Jun
3131,6,2646.45,2008,10021179,Jun
3132,6,2665.5,2008,10021203,Jun
3133,6,2681.05,2008,10000456,Jun
3134,6,2884.68,2008,10021297,Jun
3135,6,2954.86,2008,10025238,Jun
3136,6,2956.81,2008,1000601,Jun
3137,6,3053.42,2008,10002142,Jun
3138,6,3174.25,2008,10027583,Jun
3139,6,3183.74,2008,10024262,Jun
3140,6,3268.61,2008,10020446,Jun
3141,6,3329.06,2008,10017576,Jun
3142,6,3465.62,2008,10014779,Jun
3143,6,3467.16,2008,10025298,Jun
3144,6,3482.55,2008,10013188,Jun
3145,6,3628.97,2008,10018628,Jun
3146,6,3713.14,2008,10025508,Jun
3147,6,3729.61,2008,10014804,Jun
3148,6,3815.48,2008,10017072,Jun
3149,6,3820.69,2008,10014471,Jun
3150,6,3886.75,2008,10024246,Jun
3151,6,3942.79,2008,10000466,Jun
3152,6,4126.46,2008,10004602,Jun
3153,6,4183.61,2008,10014238,Jun
3154,6,4194.82,2008,10025758,Jun
3155,6,4666.59,2008,10019066,Jun
3156,6,5020.23,2008,10022764,Jun
3157,6,5043.72,2008,10022750,Jun
3158,6,5102.71,2008,10025051,Jun
3159,6,5160.67,2008,10009669,Jun
3160,6,5502.87,2008,10000469,Jun
3161,6,5530.64,2008,10007591,Jun
3162,6,5550.58,2008,10026334,Jun
3163,6,5567.97,2008,10025063,Jun
3164,6,5573.24,2008,10000460,Jun
3165,6,5706.52,2008,10010969,Jun
3166,6,5842.78,2008,10019665,Jun
3167,6,6005.41,2008,10025243,Jun
3168,6,6018.36,2008,10009639,Jun
3169,6,6043.3,2008,10023964,Jun
3170,6,6149.48,2008,10009679,Jun
3171,6,6510.37,2008,10006093,Jun
3172,6,6569.42,2008,10007121,Jun
3173,6,6578.2,2008,10007120,Jun
3174,6,6619.12,2008,10019942,Jun
3175,6,6806.95,2008,10021936,Jun
3176,6,6930.99,2008,10025033,Jun
3177,6,7044.16,2008,10025021,Jun
3178,6,7120.15,2008,10025267,Jun
3179,6,7134.27,2008,10025023,Jun
3180,6,7333.29,2008,10021175,Jun
3181,6,7482.98,2008,10023241,Jun
3182,6,7813.38,2008,10025025,Jun
3183,6,7856.66,2008,10025248,Jun
3184,6,7938.75,2008,10008134,Jun
3185,6,7945.2,2008,10015325,Jun
3186,6,8075.01,2008,10027119,Jun
3187,6,8281.3,2008,10020193,Jun
3188,6,8529.66,2008,10025583,Jun
3189,6,8633.46,2008,10015956,Jun
3190,6,8674.47,2008,10007123,Jun
3191,6,9012.25,2008,10022240,Jun
3192,6,9156.54,2008,10024550,Jun
3193,6,9751.39,2008,10000478,Jun
3194,6,10287.67,2008,10018644,Jun
3195,6,10692.36,2008,10025237,Jun
3196,6,10700.5,2008,10025022,Jun
3197,6,10773.78,2008,10012226,Jun
3198,6,11058.91,2008,10016549,Jun
3199,6,11309.07,2008,10018371,Jun
3200,6,11396.98,2008,10011734,Jun
3201,6,11419.16,2008,10004302,Jun
3202,6,11636.58,2008,10006805,Jun
3203,6,11972.07,2008,10010884,Jun
3204,6,12186.66,2008,10015793,Jun
3205,6,12245.37,2008,10019410,Jun
3206,6,12896.45,2008,10011398,Jun
3207,6,12979.53,2008,10025269,Jun
3208,6,13141.74,2008,10004255,Jun
3209,6,13151.9,2008,10021986,Jun
3210,6,13189.69,2008,10026062,Jun
3211,6,13220.09,2008,10007117,Jun
3212,6,13452.73,2008,10010912,Jun
3213,6,13546.58,2008,10006862,Jun
3214,6,13708.43,2008,10026839,Jun
3215,6,13711.22,2008,10009907,Jun
3216,6,13750.61,2008,10015011,Jun
3217,6,14025.07,2008,10020907,Jun
3218,6,14310.85,2008,10016807,Jun
3219,6,14405.21,2008,10006037,Jun
3220,6,14435.43,2008,10012422,Jun
3221,6,14698.24,2008,10020914,Jun
